,chords,genres,artist_name,length,song_length
2276,"['Cmaj7', 'Gsus4', 'Cmaj7', 'Gsus4', 'Cmaj7', 'Cmaj6', 'G7', 'Cmaj', 'Gdim', 'Cmaj', 'C#dim', 'A7', 'Dmin7', 'G7', 'Amin', 'Amin7', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C7', 'Gmin', 'C7', 'Fmaj', 'F7', 'Cmaj', 'Emin7', 'A7', 'Dmin7', 'F#dim', 'Dmin7', 'Cmaj', 'G7']",Jazz,Nan,34,34
2277,"['Cmaj7', 'Amin7', 'Dmin7', 'Gmaj', 'Cmaj7', 'Amin7', 'D9', 'Gmaj', 'Cmaj7', 'Gaug', 'Cmaj7', 'G7', 'Cmaj7', 'Gdim', 'Cmaj6', 'Cmaj7', 'Gaug', 'Cmaj7', 'C#dim', 'Dmin7', 'G7', 'Dmin', 'Aaug', 'Dmin7', 'G9', 'G7', 'C#dim', 'Amin', 'D9', 'Amin7', 'D9', 'G7', 'Cmaj7', 'Gaug', 'Cmaj7', 'G7', 'Cmaj', 'C9', 'Gmin7', 'C7', 'Fmaj6', 'F7', 'Cmaj', 'Emin7', 'A9', 'Dmin7', 'F#dim', 'Dmin7', 'Cmaj', 'G#9', 'G7']",Jazz,Nan,51,51
2278,"['Cmaj', 'Fmaj', 'Gmaj', 'G7', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Gmaj', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Cmaj', 'Fmaj', 'F#dim', 'Gmaj', 'Fmaj', 'Fmin', 'G7', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Gmaj', 'Cmaj', 'Fmaj', 'Gmaj', 'G7', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Gmaj', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Cmaj', 'Fmaj', 'F#dim', 'Gmaj', 'Fmaj', 'Fmin', 'G7', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Gmaj', 'Cmaj', 'Fmaj', 'Gmaj', 'G7', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Gmaj', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Cmaj', 'Fmaj', 'F#dim', 'Gmaj', 'Fmaj', 'Fmin', 'G7', 'Cmaj', 'Emaj', 'A7', 'Dmaj', 'G7', 'Gmaj', 'Cmaj', 'Fmin']",Jazz,Nan,86,86
2279,"['Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'C7', 'Fmaj', 'D9', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'Cmin', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'F7', 'Cmaj', 'G7', 'Cmaj', 'F7', 'Cmaj', 'G7', 'Cmaj', 'Cmin', 'Fmaj', 'Cmin', 'Fmaj', 'Cmin', 'F7', 'Cmaj', 'G7', 'Cmaj', 'Cmin', 'Fmaj', 'Cmin', 'Fmaj', 'Cmin', 'Fmaj', 'Cmin', 'F7', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'C9']",Jazz,Nan,75,75
2280,"['Dmin9', 'Gmaj', 'Emin9', 'A7', 'Fmin7', 'A#maj', 'D#maj7', 'D#6', 'Fmin7', 'A#9', 'D#maj7', 'D#maj6', 'Dhdim', 'G7', 'Cmaj7', 'C#dim', 'Dmin9', 'Gmaj', 'Emin9', 'A7', 'Fmin7', 'A#maj', 'D#maj7', 'D#6', 'Dhdim', 'G7', 'Emin7', 'Amin7', 'Dmin7', 'Gsus4', 'C6', 'A#6', 'C6', 'A#6', 'C6', 'Cmaj']",Jazz,Nan,36,36
2281,"['Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'D#dim', 'Dmin7', 'C#dim', 'G7', 'Gaug', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'Cmin', 'Gmaj', 'G#dim', 'Amin7', 'D7', 'G7', 'Dmin7', 'C#dim', 'G7', 'C7', 'Gmin7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'D#dim', 'Dmin7', 'A7', 'D7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'D#dim', 'Dmin7', 'C#dim', 'G7', 'Gaug', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'Cmin', 'Gmaj', 'G#dim', 'Amin7', 'D7', 'G7', 'Dmin7', 'C#dim', 'G7', 'C7', 'Gmin7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'D#dim', 'Dmin7', 'A7', 'D7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'D#dim', 'Dmin7', 'C#dim', 'G7', 'Gaug', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'Cmin', 'Gmaj', 'G#dim', 'Amin7', 'D7', 'G7', 'Dmin7', 'C#dim', 'G7', 'C7', 'Gmin7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmin7', 'Gaug', 'Cmaj', 'D#dim', 'Dmin7', 'A7', 'D7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj6']",Jazz,Nan,169,169
2282,"['Dhdim', 'Gaug', 'G#7', 'C#maj7', 'Cmin7', 'Ahdim', 'Dhdim', 'Gaug', 'Cmin7', 'Gaug', 'Cmin7', 'Ahdim', 'Gaug', 'Cmin7', 'Fmin7', 'D#7', 'Dhdim', 'Gaug', 'G#7', 'Gaug', 'Cmin7', 'Ahdim', 'Dhdim', 'Gaug', 'Cmin7', 'Gaug', 'Cmin7', 'Ahdim', 'Gaug', 'Cmin7', 'Fmin7', 'D#7', 'Dhdim', 'Gaug', 'G#7', 'C#maj7']",Jazz,Nan,36,36
2283,['Cmaj'],Jazz,Nan,1,1
2284,"['C7', 'F7', 'Cmaj', 'C7', 'F7', 'Cmaj', 'Emin7', 'A7', 'D7', 'G7', 'Cmaj', 'D7', 'G7', 'C7', 'F7', 'Cmaj', 'C7', 'F7', 'Cmaj', 'Emin7', 'A7', 'D7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'A#7', 'Fmaj', 'C7', 'Fmaj', 'C7']",Jazz,Nan,31,31
2285,"['Cmaj', 'G7', 'Cmaj', 'C7', 'Fmaj', 'F#dim', 'Cmaj', 'Faug', 'F7', 'D7', 'G7', 'Cmaj']",Jazz,Nan,12,12
2286,"['C7', 'F7', 'C7', 'Dmin', 'Emin', 'Fmaj', 'G7', 'Cmaj', 'G7', 'C7', 'F7', 'C7', 'Dmin', 'Emin', 'Fmaj', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'C7', 'F7', 'C7', 'Dmin', 'Emin', 'Fmaj', 'G7', 'Cmaj', 'Dmin7', 'G7', 'C7', 'F7', 'C7', 'Dmin', 'Emin', 'Fmaj', 'G7', 'Cmaj', 'G7', 'C7', 'F7', 'C7', 'Dmin', 'Emin', 'Fmaj', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'C7', 'F7', 'C7', 'Dmin', 'Emin', 'Fmaj', 'G7', 'Cmaj']",Jazz,Nan,58,58
2287,"['Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Fmin', 'Cmaj', 'E7', 'A7', 'D7', 'G7', 'G#7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Fmin', 'Cmaj']",Jazz,Nan,51,51
2288,"['Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmaj', 'D#maj', 'A#maj', 'Fmaj', 'Cmaj', 'Fmin7', 'Cmaj', 'D#maj', 'A#maj', 'Fmaj', 'Cmaj', 'Fmin7', 'Gmin7', 'Fmin7', 'D#maj', 'G#maj', 'D#maj', 'D#sus4', 'D#maj', 'Fmin7', 'Gmin7', 'Fmin7', 'D#maj', 'G#maj', 'D#maj', 'D#sus4', 'D#maj', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmaj', 'D#maj', 'A#maj', 'Fmaj', 'Cmaj', 'Fmin7', 'Cmaj', 'D#maj', 'A#maj', 'Fmaj', 'Cmaj', 'Fmin7', 'Gmin7', 'Fmin7', 'D#maj', 'G#maj', 'D#maj', 'D#sus4', 'D#maj', 'Fmin7', 'Gmin7', 'Fmin7', 'D#maj', 'G#maj', 'D#maj', 'D#sus4', 'D#maj', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Gmin7', 'Fmin7', 'Gmin7', 'Fmaj7', 'Fmaj6', 'Cmaj', 'D#maj', 'A#maj', 'Fmaj', 'Cmaj', 'Fmin7', 'Cmaj', 'D#maj', 'A#maj', 'Fmaj', 'Cmaj', 'Fmin7', 'Gmin7', 'Fmin7', 'D#maj', 'G#maj', 'D#maj', 'D#sus4', 'D#maj', 'Fmin7', 'Gmin7', 'Fmin7', 'D#maj', 'G#maj', 'D#maj', 'D#sus4', 'D#maj', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Cmin9']",Jazz,Nan,130,130
2289,"['Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Dmin7', 'Dmin6', 'Cmaj', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj', 'Dmin7', 'Dmin6', 'Cmaj', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Amin', 'Cmaj', 'Fmaj', 'Dmin7', 'Cmaj', 'Amin7', 'Fmin6', 'Cmaj', 'Fmaj', 'D9', 'G9', 'G7', 'Cmaj', 'Dmin7', 'Dmin6', 'Cmaj', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj', 'Amin7', 'Dmin7', 'Dmin6', 'Cmaj7']",Jazz,Nan,99,99
2290,"['Cmaj', 'F#hdim', 'B7', 'Fmaj', 'A#7', 'Emin7', 'A7', 'Dmin7', 'Bhdim', 'E7', 'Amin7', 'D7', 'Dmin7', 'G#7', 'G7', 'Cmaj', 'F#hdim', 'B7', 'Fmaj', 'A#7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'F7', 'Cmaj', 'Dmin7']",Jazz,Nan,28,28
2291,"['Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmin', 'A#7', 'D#maj', 'D7', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj']",Jazz,Nan,33,33
2292,"['Cmaj7', 'Amin7', 'Dmin7', 'Gmaj', 'Cmaj7', 'Fmaj7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj7', 'G7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Fmaj7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj7', 'G7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'E7', 'Amin7', 'D9', 'Fmaj6', 'D7', 'Amin7', 'D7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj7', 'G7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj7', 'G7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Fmaj7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj7', 'G7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'E7', 'Amin7', 'D9', 'Fmaj6', 'D7', 'Amin7', 'D7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj7', 'G7', 'Emin7', 'A7', 'Dmin7', 'G7']",Jazz,Nan,106,106
2293,"['Cmaj', 'Fmaj7', 'Cmaj', 'D#maj', 'Emin7', 'Fmaj7', 'Cmaj', 'D#maj', 'Gmin', 'Dmin7', 'Cmaj7', 'F7', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Gmaj', 'Cmaj', 'Amin7', 'Fmaj', 'Cmaj', 'Amin7', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G#maj6', 'A#7', 'D#maj', 'D#7', 'D7', 'Amin6', 'D7', 'Gmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'F7', 'Cmaj', 'G#maj6', 'A#7', 'D#maj6', 'A#sus4', 'D#7', 'D7', 'F#hdim', 'G7', 'Cmaj', 'Emin', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Edim', 'G7', 'C7', 'Amin7', 'Cmaj', 'Emin', 'Cmaj', 'Amin7', 'Fmaj', 'Cmaj', 'F7', 'Cmaj', 'A#dim', 'G7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'F7', 'Cmaj', 'G7', 'Cmaj', 'F7', 'Cmaj', 'G#maj6', 'A#7', 'D#maj', 'G#maj', 'D#7', 'D7', 'G7', 'Gdim', 'Gmaj', 'Emin', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'C7', 'Cdim', 'Cmaj7']",Jazz,Nan,131,131
2294,"['Ahdim', 'D7', 'Dhdim', 'Gaug', 'Cmin', 'G7', 'Cmin', 'G7', 'Cmin', 'G7', 'Cmin', 'G7', 'Cmin6', 'Fmin', 'G#maj', 'G#maj7', 'F#dim', 'Gmaj', 'D7', 'Gmaj', 'Gmin6', 'G7', 'Cmin', 'G7', 'Cmin', 'G7', 'Cmin', 'G7', 'Cmin', 'F7', 'D#maj', 'Cmin', 'Fmaj', 'Fmin7', 'Cmin', 'Fmaj', 'Gaug', 'Cmin6', 'G7', 'Cmin6', 'G7', 'Cmin6', 'G7', 'Cmin6', 'G7', 'Cmin6', 'Fmin', 'G#maj', 'G#maj7', 'F#dim', 'Gmaj', 'D7', 'Gmaj', 'Gmin6', 'G7', 'Cmin6', 'G7', 'Cmin6', 'G7', 'Cmin6', 'G7', 'Cmin', 'F7', 'D#maj', 'Cmin', 'Fmaj', 'Fmin7', 'Cmin', 'Fmaj', 'G#maj', 'D#maj', 'G#9', 'C#maj', 'Gmaj', 'Cmin']",Jazz,Nan,75,75
2295,"['F7', 'C7', 'F7', 'C7', 'G7', 'F7', 'C7']",Jazz,Nan,7,7
2296,"['Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Dmin7', 'G7', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Dmin7', 'G7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'Fmin7', 'Cmin7', 'D#min7', 'Dmin6', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Dmin7', 'G7', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7', 'Fmaj', 'Cmin7']",Jazz,Nan,80,80
2297,"['Cmin9', 'Cmin', 'Cmin6', 'Cmin7', 'Cmin9', 'Cmin', 'Cmin6', 'Cmin7', 'Cmin9', 'Cmin', 'Fmin9', 'Fmin', 'Cmin9', 'Cmin', 'Fmin9', 'Fmin', 'Gmin9', 'Fmin7', 'Gmin9', 'Fmin9', 'D#', 'C#maj', 'Cmin9', 'Cmin']",Jazz,Nan,24,24
2298,"['Cmaj', 'D#dim', 'Dmin7', 'Gmin7', 'A7', 'D7', 'G7', 'Gaug', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'D#dim', 'Dmin7', 'Gmin7', 'A7', 'D7', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'E7', 'A7', 'D7', 'G7', 'Cmaj', 'D#dim', 'Dmin7', 'Gmin7', 'A7', 'D7', 'G7', 'Gaug', 'Cmaj', 'Fmaj', 'Cmaj', 'G7']",Jazz,Nan,38,38
2299,"['C7', 'Fmaj', 'Dmin', 'Fmaj', 'Cmaj', 'E7', 'Amin', 'C7', 'Amin', 'Adim', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'G#dim', 'G7', 'Cmaj', 'C7', 'Gmaj', 'D7', 'Gmaj', 'G7', 'G#dim', 'G7', 'Cmaj', 'C7', 'Gmaj', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Adim', 'D7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Adim', 'D7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj']",Jazz,Nan,58,58
2300,"['Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'Csus4', 'Amin', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'Csus4', 'Amin', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Amin', 'Gmaj', 'Cmaj', 'Amin', 'Gmaj']",Jazz,Nan,94,94
2301,"['Gmaj6', 'C7', 'Gmaj6', 'Dmin7', 'G7', 'C7', 'Gmaj6', 'E7', 'Amin7', 'D9', 'Gmaj6', 'D9', 'G7', 'C9', 'G7', 'Dmin7', 'G7', 'C9', 'G7', 'E9', 'Amin7', 'Dmaj', 'Gmaj6', 'Amin7', 'D9', 'Gmaj6', 'C9', 'Gmaj6', 'Dmin7', 'G9', 'C9', 'Gmaj6', 'Amin7', 'Bmin7', 'E9', 'Amin7', 'Dmaj', 'Gmaj6']",Jazz,Nan,38,38
2302,"['Cdim', 'D#dim', 'Cmaj', 'A#7', 'A7', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Gmin7', 'C7', 'Fmaj6', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Adim', 'Cdim', 'Cmaj', 'A#7', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'Amin', 'B7', 'Amin', 'G7', 'Cmaj', 'Adim', 'Cdim', 'Cmaj', 'A#7', 'A7', 'D7', 'G7', 'Cmaj']",Jazz,Nan,42,42
2303,"['D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'D#7', 'G#min', 'F7', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'D#7', 'G#min', 'F7', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'C#7', 'F#maj', 'Fmin', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'A#7', 'D#min', 'G#7', 'G#min', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'D#7', 'G#min', 'F7', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'D#7', 'G#min', 'F7', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'C#7', 'F#maj', 'Fmin', 'A#7', 'D#min', 'A#7', 'D#min', 'A#7', 'D#min', 'D#7', 'G#min', 'A#7', 'D#min', 'G#7', 'G#min', 'A#7']",Jazz,Nan,90,90
2304,"['Cmaj', 'F9', 'E7', 'A7', 'D9', 'G', 'Cmaj7', 'A#9', 'A7', 'D9', 'Gmaj', 'F9', 'E7', 'Dmin7', 'A7', 'D9', 'D7', 'Gmaj', 'Fmaj', 'Ehdim', 'Gmin', 'Amaj', 'D9', 'Gmaj', 'Cmaj', 'A#9', 'Aaug', 'D9', 'G', 'Cmaj7', 'A#9', 'A7', 'Aaug', 'D9', 'Gmaj', 'F9', 'E7', 'A7', 'D9', 'D7', 'Gmaj', 'Fmaj', 'Ehdim', 'Gmin', 'D#9', 'D9', 'Gmaj', 'Cmaj', 'F9', 'A#9', 'Bhdim', 'E7', 'Amin', 'Dmin7', 'Gmaj', 'Cmaj7', 'Amin7', 'Bhdim', 'E7', 'Amin', 'Amin7', 'D9', 'Dmaj', 'Gsus4', 'Gdim', 'G7', 'Gsus4', 'D9', 'G', 'Cmaj7', 'A#9', 'A7', 'D9', 'Gmaj', 'F9', 'Eaug', 'A7', 'D9', 'Gmaj', 'Fmaj', 'Ehdim', 'D#9', 'D9', 'Gmaj', 'Cmaj', 'F7', 'Cmaj9', 'Cmaj']",Jazz,Nan,88,88
2305,"['C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'C7', 'A#7', 'G7', 'F7', 'F#7', 'G7', 'F7', 'F#7', 'G7']",Jazz,Nan,31,31
2306,"['C7', 'D#7', 'D7', 'B7', 'A#7', 'C#7', 'C7', 'F#7', 'F7', 'G#7', 'G7', 'C#7', 'C7', 'D#7', 'D7', 'C#7', 'G7', 'A#7', 'A7', 'G7', 'F#7', 'D#7', 'D7', 'C#7', 'C7', 'F7', 'C7', 'G7', 'C7']",Jazz,Nan,29,29
2307,"['Cmaj', 'Cmaj7', 'Cmaj6', 'C#dim', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj', 'Cmaj7', 'C7', 'Fmaj', 'Fmaj6', 'F#dim', 'Cmaj', 'C#dim', 'G7', 'Cmaj', 'Cmaj7', 'Cmaj6', 'C#dim', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj', 'Cmaj7', 'Cmaj', 'Fmaj', 'D7', 'G7', 'Cmaj', 'Cmaj7', 'Cmaj6', 'C#dim', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj', 'Cmaj7', 'C7', 'Fmaj', 'Fmaj6', 'F#dim', 'Cmaj', 'C#dim', 'G7', 'Cmaj']",Jazz,Nan,52,52
2308,"['G#maj', 'A#7', 'Gmaj', 'Cmaj', 'Amin', 'Cmaj', 'Amin', 'Cmaj', 'Fmaj', 'Dmin', 'A#maj', 'Gmaj', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G#maj', 'A#maj', 'Emaj', 'Amaj', 'B7', 'Emaj']",Jazz,Nan,22,22
